FUDN;Name;Size;Type;Explanation;Version;Status;Modified
1;MATERIAL;1-30;Instructive;;1.0;In Service;03 Dec 07
2;RUNWAY COMPOSITION;3-3;Individual;THE MATERIAL OF WHICH THE RUNWAY IS MADE.;1.0;In Service;03 Dec 07
3;TYPE OF MATERIEL;1-14;Instructive;TYPE OF MATERIEL REQUIRED FOR MILITARY PURPOSES, EXCLUDING EQUIPMENT.;1.0;In Service;03 Dec 07
4;TARGET MATERIAL TYPE;2-10;Individual;THE TYPE OF MATERIAL FROM WHICH THE TARGET IS MADE. ;1.0;In Service;03 Dec 07
5;CONSTRUCTION MATERIAL;2-2;Individual;;1.0;In Service;03 Dec 07
6;NATURE OF MATERIAL RIGHT BANK;2-2;Individual;;1.0;In Service;03 Dec 07
7;NATURE OF MATERIAL RIGHT BOTTOM;2-2;Individual;;1.0;In Service;03 Dec 07
8;NATURE OF MATERIAL BOTTOM CENTRE;2-2;Individual;;1.0;In Service;03 Dec 07
9;NATURE OF MATERIAL LEFT BOTTOM;2-2;Individual;;1.0;In Service;03 Dec 07
10;NATURE OF MATERIAL LEFT BANK;2-2;Individual;;1.0;In Service;03 Dec 07
11;WASTE MATERIAL;1-30;Instructive;THE TYPE OF WASTE MATERIAL A SUPPLY SHIP IS ABLE TO RECEIVE.;1.0;In Service;03 Dec 07
12;TYPE OF MATERIAL TO TRANSFER;1-30;Instructive;THE TYPE OF MATERIAL HELD FOR TRANSFER TO THE SPECIFIED UNIT.;1.0;In Service;03 Dec 07
13;SURFACE MATERIAL;1-6;Individual;THIS FIELD INDICATES THE MATERIAL LAYER CONSTITUTING THE EXTERIOR FACE OF AN OBJECT.;1.0;In Service;03 Dec 07
14;MATERIAL, GENERAL;1-6;Individual;INDICATES THE SUBSTANCE OR SUBSTANCES OUT OF WHICH AN ENTITY IS MADE.;1.0;In Service;03 Dec 07
15;MATERIAL USED IN CONSTRUCTION;3-6;Individual;;1.0;In Service;03 Dec 07
