FUDN;Name;Size;Type;Explanation;Version;Status;Modified
1;MISSION TYPE DESIGNATOR;2-7;Individual;;1.0;In Service;03 Dec 07
2;TASK TYPE;1-17;Instructive;;1.0;In Service;03 Dec 07
3;MISSION DESIGNATOR;3-4;Individual;;1.0;In Service;03 Dec 07
4;AEW MISSION ENVIRONMENT;1-1;Individual;THE CODE FOR THE ENVIRONMENT IN WHICH THE MISSION TAKES PLACE.;1.0;In Service;03 Dec 07
5;TASK TYPE BY CODE;2-7;Individual;;1.0;In Service;03 Dec 07
7;AEW MISSION TYPE;1-2;Individual;AEW MISSION TYPE TO BE PERFORMED.;1.0;In Service;03 Dec 07
8;SHIP MOVEMENT MISSION DESIGNATOR;2-7;Individual;;1.0;In Service;03 Dec 07
9;AIRCRAFT TASK OR MISSION;2-10;Individual;;1.0;In Service;03 Dec 07
11;WARFARE CATEGORY;2-6;Individual;;1.0;In Service;03 Dec 07
13;CAP MISSION;5-8;Individual;;1.0;In Service;03 Dec 07
14;SUBMARINE EMPLOYMENT;5-20;Individual;;1.0;In Service;03 Dec 07
15;SUBMARINE MISSION;5-23;Individual;;1.0;In Service;03 Dec 07
17;HOST NATION SUPPORT TYPE;4-8;Individual;;1.0;In Service;03 Dec 07
18;FAST PATROL BOAT TASK;8-21;Individual;;1.0;In Service;03 Dec 07
20;GENERAL ENGINEER SUPPORT TASK;2-2;Individual;;1.0;In Service;03 Dec 07
21;GENERAL ENGINEER SUPPORT MISSION;5-7;Individual;;1.0;In Service;03 Dec 07
22;SURVIVABILITY TASK;2-2;Individual;;1.0;In Service;03 Dec 07
23;SURVIVABILITY MISSION;1-1;Individual;;1.0;In Service;03 Dec 07
24;MOBILITY TASK TYPE;2-2;Individual;;1.0;In Service;03 Dec 07
25;ENGINEER TASK TYPE;2-2;Individual;;1.0;In Service;03 Dec 07
26;RECONNAISSANCE MISSION TYPE IDENTIFIER;2-5;Individual;THE IDENTIFIERS FOR A RECONNAISSANCE MISSION TYPE.;1.0;In Service;03 Dec 07
28;TYPE OF INTELLIGENCE TASK;3-3;Individual;THE CODE FOR THE INTELLIGENCE TASK TO BE PERFORMED ON THE RECONNAISSANCE MISSION.;1.0;In Service;03 Dec 07
29;AERIAL MISSION TYPE;2-6;Individual;THE CODE FOR THE TYPE OF MISSION BEING REQUESTED OR TASKED.;1.0;In Service;03 Dec 07
30;RECONNAISSANCE MISSION TYPE;2-5;Individual;THE CODE FOR THE TYPE OF RECONNAISSANCE/SURVEILLANCE MISSION.;1.0;In Service;03 Dec 07
31;PRIMARY AERIAL MISSION TYPE;2-6;Individual;THE CODE FOR THE PREFERRED TYPE OR DESIGNATION FOR TASKED AIR MISSION.;1.0;In Service;03 Dec 07
32;SECONDARY AERIAL MISSION TYPE;2-6;Individual;THE CODE FOR THE ALTERNATE TYPE OF AIR MISSION TASKED.;1.0;In Service;03 Dec 07
33;UNIT MISSION TYPE;1-4;Individual;DESCRIBES THE TYPE OF MISSION THAT A UNIT IS ORGANIZED, STRUCTURED AND EQUIPPED TO PERFORM. [STANAG 2438, AINTP-3];1.0;In Service;03 Dec 07
34;ROAD, BRIDGE OR TUNNEL TASK TYPE;2-2;Individual;;1.0;In Service;03 Dec 07
35;CROSSING SITE TASK;1-1;Individual;;1.0;In Service;03 Dec 07
36;PRIMARY SURFACE-TO-AIR MISSION TYPE;2-3;Individual;PRIMARY SURFACE TO AIR MISSION TO BE PERFORMED BY THE TASKED UNIT.;1.0;In Service;03 Dec 07
37;SECONDARY SURFACE-TO-AIR MISSION TYPE;2-3;Individual;SECONDARY SURFACE TO AIR MISSION TO BE PERFORMED BY THE TASKED UNIT.;1.0;In Service;03 Dec 07
38;POLITICAL POLICY INDICATOR CODE;4-6;Individual;;1.0;In Service;03 Dec 07
39;POLITICAL POLICY INDICATOR EXERCISE CODE;4-8;Instructive;;1.0;In Service;03 Dec 07
40;PRIMARY ASW MISSION TYPE;2-2;Individual;THE PRIMARY ASW MISSION THAT THE UNIT IS ENGAGED ON.;1.0;In Service;03 Dec 07
41;SECONDARY ASW MISSION TYPE;2-2;Individual;THE SECONDARY ASW MISSION THAT THE UNIT IS ENGAGED ON.;1.0;In Service;03 Dec 07
43;NAVAL GUNFIRE SUPPORT MISSION TYPE;3-20;Instructive;THE TYPE OF NAVAL GUNFIRE SUPPORT MISSION.;1.0;In Service;03 Dec 07
44;ASW HELICOPTER EMPLOYMENT;6-9;Individual;IDENTIFIES THE TYPES OF EMPLOYMENT FOR AN ANTI SUBMARINE WARFARE HELICOPTER.;1.0;In Service;03 Dec 07
