FUDN;Name;Size;Type;Explanation;Version;Status;Modified
1;ALPHABETIC IDENTIFIER;1-15;Instructive;;1.0;In Service;03 Dec 07
2;DROP ZONE INDICATOR;1-1;Individual;AN INDICATOR AS TO WHETHER A DROP ZONE IS PRIMARY OR ALTERNATE.;1.0;In Service;03 Dec 07
3;BROADCAST GEOGRAPHICAL AREA;1-2;Alphanumeric;A CODE INDICATING THE GEOGRAPHIC AREA SERVED BY THE BROADCAST.;1.0;In Service;03 Dec 07
4;EXERCISE ALPHABETIC IDENTIFIER;1-1;Individual;;1.0;In Service;03 Dec 07
5;ACP 176, NATO SUPPLEMENT 1C APPENDIX IDENTIFIER;1-1;Alphanumeric;;1.0;In Service;03 Dec 07
6;CONTACT SEQUENTIAL 1-LETTER IDENTIFIER;1-1;Alphanumeric;;1.0;In Service;03 Dec 07
7;NATO EXERCISE ALPHABETIC IDENTIFIER;1-1;Individual;;1.0;In Service;03 Dec 07
8;CONTACT SEQUENTIAL 2-LETTER IDENTIFIER;2-2;Alphanumeric;;1.0;In Service;03 Dec 07
10;ALPHABETIC IDENTIFIER, UPPER LIMIT;1-1;Individual;;1.0;In Service;03 Dec 07
11;ALPHABETIC IDENTIFIER, LOWER LIMIT;1-1;Individual;;1.0;In Service;03 Dec 07
12;NO CEILING UNIT IDENTIFIER;4-4;Individual;;1.0;In Service;03 Dec 07
13;INDEX LETTER;1-2;Alphanumeric;;1.0;In Service;03 Dec 07
14;SHIP ALPHABETIC IDENTIFIER;1-1;Alphanumeric;;1.0;In Service;03 Dec 07
15;POINT ALPHABETIC IDENTIFIER;1-2;Alphanumeric;ALPHABETIC IDENTIFIER TO INDICATE THE SEQUENCE OF THE POSITION ALONG THE SHIP'S TRACK.;1.0;In Service;03 Dec 07
19;SECTOR LETTER;1-2;Alphanumeric;;1.0;In Service;03 Dec 07
20;MCM BUOY SEQUENTIAL NUMBER;1-2;Alphanumeric;THE LETTER DESIGNATOR TO INDICATE THE SEQUENCE OF THE MCM BUOY.;1.0;In Service;03 Dec 07
21;MINEFIELD SEGMENT IDENTIFIER;1-1;Alphanumeric;;1.0;In Service;03 Dec 07
22;MCM OPERATION SUFFIX;1-1;Alphanumeric;SEE ATP-24, CHAPTER 1, SECTION III, PARAGRAPH 132.;1.0;In Service;03 Dec 07
23;GUARD REQUIREMENTS;1-3;Instructive;;1.0;In Service;03 Dec 07
24;COLUMN;1-2;Alphanumeric;;1.0;In Service;03 Dec 07
27;TBMF AREA TYPE;3-8;Individual;PROVIDES THE TACTICAL BATTLE MANAGEMENT FUNCTION REQUIRED IN A SPECIFIC AREA.REFERENCE 1: COMAIRNORTH SUPPLAN 24600D CONSTANT EFFORT FOR THE NORTHERN REGION INTEGRATED AIR DEFENCE SYSTEM (NRIADS).REFERENCE 2: COMAIRSOUTH SUPPLAN 45600 "DECISIVE GUARDIAN" FOR THE SOUTHERN REGION INTEGRATED AIR DEFENCE SYSTEM (SRIADS).;1.0;In Service;03 Dec 07
28;NAVIGATION AID ICAO CODE;2-5;Instructive;THE GENERIC IDENTIFIER USED FOR A NAVIGATIONAL AID ICAO CODE.;1.0;In Service;03 Dec 07
31;SAFETY ZONE REFERENCE IDENTIFIER;1-1;Individual;;1.0;In Service;03 Dec 07
32;TARGET ALPHABETIC IDENTIFIER;2-2;Alphanumeric;;1.0;In Service;03 Dec 07
33;NATO REGIONAL IDENTIFIER;1-1;Alphanumeric;A DESIGNATOR ALLOCATED BY A NATO COMMANDER TO A SUBORDINATE CORPS.;1.0;In Service;03 Dec 07
34;TACTICAL OBSTACLE IDENTIFIER;1-1;Alphanumeric;A DESIGNATOR ALLOCATED BY A BRIGADE OR DIVISIONAL TROOPS COMMANDER TO UNIQUELY IDENTIFY AN OBSTACLE OF SUBORDINATE UNITS.;1.0;In Service;03 Dec 07
37;MODE (PEACE, WAR, OR OTHER);1-1;Individual;THE FIELD FORMAT SHOWS WHETHER THE CONDITION APPLIED TO THE DATA GROUP IS PEACE, WAR OR OPERATIONS OTHER THAN WAR.;1.0;In Service;03 Dec 07
38;SUFFIX (PLACE KEY);5-5;Instructive;ALWAYS USED IN CONJUNCTION WITH A BE NUMBER, UNIQUELY IDENTIFIES A PLACE, INSTALLATION OR FACILITY. [REF: STANAG 2439, AINTP-3];1.0;In Service;03 Dec 07
39;LOCATION ECHELON DISPOSITION;1-1;Individual;INDICATES RECOMMENDED DISPOSITION OF A PW FOLLOWING AN INTERROGATION.;1.0;In Service;03 Dec 07
41;EMITTER IDENTIFIER;1-15;Instructive;PROVIDES THE UNIQUE IDENTIFIER OF AN EMITTER.;1.0;In Service;03 Dec 07
44;FLEET ID;1-1;Individual;NAVAL FLEET TO WHICH A UNIT IS ASSIGNED.;1.0;In Service;03 Dec 07
47;ALPHABETIC IDENTIFIER, HOMEBASE OR STARTING POINT;4-4;Individual;;1.0;In Service;03 Dec 07
48;MULTINATIONAL LOGISTIC COMMANDER IDENTIFIER;1-30;Instructive;;1.0;In Service;03 Dec 07
49;MEDICAL ADVISOR IDENTIFIER;1-30;Instructive;;1.0;In Service;03 Dec 07
50;ADVANCED LOGISTIC SUPPORT SITE COMMANDER IDENTIFIER;1-30;Instructive;;1.0;In Service;03 Dec 07
51;FORWARD LOGISTIC SITE COMMANDER IDENTIFIER;1-30;Instructive;;1.0;In Service;03 Dec 07
52;TASK AREA IDENTIFIER;2-2;Individual;IDENTIFIES IF THE TARGET OF A RECONNAISSANCE MISSION IS AN AREA, A LINE, A STRIP OR A PIN POINT.;1.0;In Service;03 Dec 07
53;FORCE LOGISTIC COORDINATOR IDENTIFIER;1-30;Instructive;;1.0;In Service;03 Dec 07
54;GROUP LOGISTIC COORDINATOR IDENTIFIER;1-30;Instructive;;1.0;In Service;03 Dec 07
55;LOCAL AIR LOGISTIC COORDINATOR IDENTIFIER;1-30;Instructive;;1.0;In Service;03 Dec 07
