FUDN;Name;Size;Type;Explanation;Version;Status;Modified
1;ALPHANUMERIC IDENTIFIER;1-30;Instructive;;1.0;In Service;03 Dec 07
2;MAP OR CHART EDITION NUMBER;1-6;Instructive;;1.0;In Service;03 Dec 07
3;MAP OR CHART SHEET NUMBER;1-14;Instructive;;1.0;In Service;03 Dec 07
4;MAP OR CHART SUFFIX NUMBER;2-2;Integer;;1.0;In Service;03 Dec 07
5;SAW MISSION NUMBER;1-8;Instructive;PROVIDES THE IDENTIFIER FOR A SURFACE-TO-AIR MISSION.;1.0;In Service;03 Dec 07
6;AMENDMENT NUMBER;1-2;Integer;;1.0;In Service;03 Dec 07
7;MESSAGE SERIAL NUMBER;1-7;Instructive;;1.0;In Service;03 Dec 07
10;EQUIPMENT SERIAL NUMBER;1-15;Instructive;ANY IDENTIFIER ASSIGNED BY CFE TREATY NATIONS WITHOUT STANDARDIZATION (E.G. 1N5-28) SEE AC/319-N/88.;1.0;In Service;03 Dec 07
11;TASK NUMBER;1-2;Integer;SEE ATP 6.;1.0;In Service;03 Dec 07
12;INTERNET PROTOCOL (IP) ADDRESS OCTET;1-3;Integer;THE INTERNET PROTOCOL (IP) ADDRESS OCTET.;1.0;In Service;03 Dec 07
13;MINE LINE SERIAL NUMBER;1-2;Integer;SEE ATP 6.;1.0;In Service;03 Dec 07
14;TACAN CHANNEL;1-4;Instructive;;1.0;In Service;03 Dec 07
15;AEW SORTIE NUMBER SERIAL;1-6;Integer;THIS CODE IS A COMPUTER GENERATED UNIQUE NUMBER CREATED BY AEW INTERNAL AUTOMATIC SYSTEM. ONLY USED WITH AEW UNIT CODE IN COMPOSITE FFIRN 2463 TO ENTER AEW SORTIE NUMBER.;1.0;In Service;03 Dec 07
16;INDEX NUMBER;1-3;Integer;;1.0;In Service;03 Dec 07
17;AEW REQUEST IDENTIFIER;1-13;Integer;THE NUMBER OF THE REQUEST FOR THE AEW MISSION WHICH HAS TO BE PERFORMED. THE NUMBER WILL BE TWO DIGITS FOR THE CAOC OR REQUESTING AGENCY, 2 DIGITS FOR THE YEAR, AND FOUR DIGITS FOR THE REQUEST NUMBER.;1.0;In Service;03 Dec 07
18;NAVAL AMPHIBIOUS COMMUNICATIONS NET LINE NUMBER;3-3;Integer;SEE ACP 176.;1.0;In Service;03 Dec 07
19;ACP 176 NATO SUPP 1C SHIP-SHORE TABLE NUMBER;1-2;Integer;SEE ACP 176.;1.0;In Service;03 Dec 07
20;SHIP-SHORE LINE NUMBER;1-2;Integer;SEE ATP 2.;1.0;In Service;03 Dec 07
21;CONVOY SERIAL NUMBER;2-2;Integer;SEE ATP 2.;1.0;In Service;03 Dec 07
22;ACP 176 NATO SUPP 1C LOCAL HARBOUR COMMS TABLE NUMBER;2-2;Integer;;1.0;In Service;03 Dec 07
23;AIRCRAFT EVENT NUMBER;3-3;Integer;;1.0;In Service;03 Dec 07
24;EXERCISE AIRCRAFT EVENT NUMBER;4-4;Instructive;;1.0;In Service;03 Dec 07
25;INTERCEPT SERIAL NUMBER;3-3;Integer;;1.0;In Service;03 Dec 07
26;EXERCISE INTERCEPT SERIAL NUMBER;4-4;Instructive;;1.0;In Service;03 Dec 07
27;PLATFORM EMITTING SIGNAL SERIAL NUMBER;3-3;Integer;;1.0;In Service;03 Dec 07
28;EXERCISE PLATFORM EMITTING SIGNAL SERIAL NUMBER;4-4;Instructive;;1.0;In Service;03 Dec 07
29;SERIAL NUMBER OF QUALIFIER;1-3;Integer;;1.0;In Service;03 Dec 07
30;HULL NUMBER;1-5;Instructive;A NUMBER ASSIGNED TO A SPECIFIC VESSEL, WHICH WHEN ASSOCIATED WITH A SPECIFIC HULL TYPE OR SHIP TYPE, UNIQUELY IDENTIFIES THAT VESSEL. SEE STANAG 1005.;1.0;In Service;03 Dec 07
31;TOWLINE NUMBER;1-2;Integer;THE NUMBER OF THE TOWLINE ASSIGNED DURING THE AIR TO AIR REFUELLING.;1.0;In Service;03 Dec 07
32;UNIT NUMBER;1-4;Instructive;THE NUMERICAL DESIGNATION ASSIGNED TO A MILITARY ORGANIZATION BY APPROPRIATE AUTHORITY.;1.0;In Service;03 Dec 07
33;DOCUMENT SERIAL NUMBER;1-10;Instructive;SEE ATP 6.;1.0;In Service;03 Dec 07
34;ELINT NOTATION;5-5;Instructive;A 5-CHARACTER ELINT NOTATION FOR NON-COMMUNICATIONS ELECTRONIC EMISSIONS RELATED TO SUCH EQUIPMENTS. THE ELINT NOTATION IS EXTRACTED FROM THE LATEST EDITION OF THE ELINT PARAMETER LIST.;1.0;In Service;03 Dec 07
36;NUMERICAL TARGET DESIGNATOR;4-4;Integer;A FOUR DIGIT NUMERICAL GROUP WHICH DESIGNATES EACH SPECIFIC TARGET AS A SEPARATE ENTITY.;1.0;In Service;03 Dec 07
38;MAGNETIC ANOMALY DETECTOR SENSOR SETTING;1-2;Integer;THE NUMERICAL SENSE SETTING OF THE MAGNETIC ANOMALY DETECTION SENSITIVITY SETTING.;1.0;In Service;03 Dec 07
39;WORLD AREA NUMBER;4-4;Integer;THE NUMBER OF THE WORLD AREA (FORMERLY THE WORLD AERONAUTICAL CHART NUMBER) IN WHICH A DESIGNATED PLACE, INSTALLATION, OR AREA IS LOCATED. SEE STANAG 2029.;1.0;In Service;03 Dec 07
40;ACO SERIAL NUMBER;2-3;Alphanumeric;;1.0;In Service;03 Dec 07
41;AIR CONTROL OPTION NUMBER;1-2;Integer;THE AIR CONTROL OPTION NUMBER ASSIGNED TO AN AIRCRAFT;1.0;In Service;03 Dec 07
42;FLIGHT LEVEL NUMBER;3-3;Integer;A NUMBER USED TO IDENTIFY AN AIRCRAFT HEIGHT EXPRESSED AS A PRESSURE ALTITUDE IN HUNDREDS OF FEET.;1.0;In Service;03 Dec 07
43;INSTALLATION IDENTIFICATION SERIAL NUMBER;5-5;Instructive;;1.0;In Service;03 Dec 07
44;DEFECT NUMBER;5-8;Instructive;A DEFECT NUMBER MAY BE 2 LETTERS FOLLOWED BY 1-3 NUMERALS, A HYPHEN AND THE YEAR EXPRESSED AS 2 NUMERALS.;1.0;In Service;03 Dec 07
46;PENNANT NUMBER;1-10;Instructive;THE IDENTIFICATION OF A SPECIFIC VESSEL BY A COMBINATION OF LETTERS AND/OR NUMBERS BASED UPON COUNTRY OF REGISTRY.;1.0;In Service;03 Dec 07
47;COMMUNICATIONS CHANNEL NUMBER;1-3;Integer;;1.0;In Service;03 Dec 07
48;AIRCRAFT BUREAU NUMBER;1-8;Instructive;THE SERIAL NUMBER ASSIGNED TO AN AIRCRAFT BY THE MANUFACTURER.;1.0;In Service;03 Dec 07
49;FILING NUMBER;1-10;Instructive;;1.0;In Service;03 Dec 07
50;LOCAL HARBOUR COMMUNICATION LINE NUMBER;1-2;Integer;;1.0;In Service;03 Dec 07
51;COURIER SCHEDULE NUMBER;1-4;Instructive;;1.0;In Service;03 Dec 07
52;SHORAD ENGAGEMENT ZONE NUMBER;1-15;Instructive;;1.0;In Service;03 Dec 07
53;MEDICAL ITEM GROUP NUMBER;1-3;Integer;THE MEDICAL ITEM GROUP NUMBER OF THOSE ITEMS UNDER 10 DAYS OF SUPPLY.;1.0;In Service;03 Dec 07
54;TARGET GROUP NUMBER;2-6;Instructive;THE GROUP NUMBER IN WHICH A TARGET IS ASSIGNED.;1.0;In Service;03 Dec 07
57;SEQUENCE NUMBER;1-10;Instructive;;1.0;In Service;03 Dec 07
60;TRACK IDENTIFIER;4-4;Alphanumeric;PROVIDES THE TRACK IDENTIFIER EXPRESSED IN 4-NUMBER CODES.;1.0;In Service;03 Dec 07
61;NATO STOCK NUMBER;16-16;Instructive;;1.0;In Service;03 Dec 07
62;BATCH NUMBER;1-10;Instructive;;1.0;In Service;03 Dec 07
63;LOT NUMBER;1-10;Instructive;;1.0;In Service;03 Dec 07
64;NATIONAL SHORT CODE;1-17;Instructive;SEE AOP-6(G).;1.0;In Service;03 Dec 07
65;SORTIE NUMBER;1-8;Instructive;;1.0;In Service;03 Dec 07
66;REFERENCE SERIAL NUMBER;1-30;Instructive;A SERIAL NUMBER OR UNIQUE CHARACTER COMBINATION USED TO IDENTIFY A REFERENCE MESSAGE, DOCUMENT OR OTHER INFORMATION EXCHANGE.;1.0;In Service;03 Dec 07
67;CONTACT SERIAL NUMBER;1-3;Integer;SEQUENTIAL NUMBERING OF MULTIPLE CONTACTS BY TYPE WITHIN A SINGLE MESSAGE.;1.0;In Service;03 Dec 07
68;SERIAL NUMBER OF REQUEST;1-3;Integer;;1.0;In Service;03 Dec 07
69;MISSION NUMBER;1-8;Instructive;;1.0;In Service;03 Dec 07
71;PRIORITY RANKING;3-3;Integer;THE PRIORITY RANKING FOR AN INTELLIGENCE COLLECTION REQUEST RELATIVE TO OTHER REQUESTS FROM THE SAME USER.;1.0;In Service;03 Dec 07
72;ORIGINATORS CONTROL REFERENCE NUMBER;1-6;Instructive;THE CONTROL REFERENCE NUMBER ASSIGNED BY THE ORIGINATOR OF A MESSAGE.;1.0;In Service;03 Dec 07
73;STOCK NUMBER;1-20;Instructive;THE STOCK IDENTIFICATION NUMBER OF AN ARTICLE.;1.0;In Service;03 Dec 07
74;MISSION NUMBER OF DELAYED FLIGHT;1-8;Instructive;THE MISSION NUMBER OF A FLIGHT THAT HAS BEEN DELAYED.;1.0;In Service;03 Dec 07
75;NUMBER OF THE BUOY;1-4;Integer;IDENTIFICATION NUMBER OF THE FORWARD AND AFT ESCAPE BUOY.;1.0;In Service;03 Dec 07
76;SORTING CODE;4-4;Instructive;A 4-CHARACTER CODE WHICH FACILITATES REPORTING EQUIPMENT TYPE THAT HAS NO ASSOCIATED ELINT NOTATION.;1.0;In Service;03 Dec 07
77;SONOBUOY CHANNEL IDENTIFICATION NUMBER;2-2;Integer;;1.0;In Service;03 Dec 07
78;LOCATING REPORT SERIAL NUMBER;1-2;Integer;;1.0;In Service;03 Dec 07
79;CODE DAY NUMBER;4-5;Instructive;PERIODS WHEN THE CODES ARE IN USE, FOR EXAMPLE: "DAY15".;1.0;In Service;03 Dec 07
80;ALPHA INDEX IDENTIFICATION NUMBER;1-2;Integer;;1.0;In Service;03 Dec 07
81;FIRST SERIAL NUMBER COPIED;3-3;Integer;;1.0;In Service;03 Dec 07
82;LAST SERIAL NUMBER COPIED;3-3;Integer;;1.0;In Service;03 Dec 07
83;CREW NUMBER;1-2;Alphanumeric;;1.0;In Service;03 Dec 07
84;AIRCRAFT IDENTIFICATION NUMBER;1-10;Instructive;THE TAIL, SIDE, OR WING NUMBER OF AN INDIVIDUAL AIRCRAFT.;1.0;In Service;03 Dec 07
85;REPORT SERIAL NUMBER;6-6;Instructive;USED TO SEQUENTIALLY NUMBER REPORTS TWO-CHARACTER PRODUCER CODE FOLLOWED BY 4 CHARACTER SEQUENCE NUMBER (AANNNN OR AAANNN).;1.0;In Service;03 Dec 07
86;MAD OPERATIONAL EFFECTIVENESS AREA;1-5;Integer;THE NUMERICAL DESIGNATION OF THE MAD OPERATIONAL EFFECTIVENESS AREA.;1.0;In Service;03 Dec 07
87;MINECASE NUMBER;4-4;Integer;;1.0;In Service;03 Dec 07
88;RAW SCORE ACHIEVED;1-5;Decimal;THE MAXIMUM QUALIFICATION RAW SCORE ACHIEVED IN PERCENT.;1.0;In Service;03 Dec 07
89;RAW SCORE AVAILABLE;1-5;Decimal;THE MAXIMUM QUALIFICATION RAW SCORE OR THE NUMBER OF POINTS AVAILABLE FOR THE EXERCISE.;1.0;In Service;03 Dec 07
90;MINEFIELD DESIGNATOR;4-6;Instructive;THE NUMERICAL DESIGNATOR FROM THE OPERATIONAL TASKING AUTHORITY.;1.0;In Service;03 Dec 07
91;REFERENCE POINT IDENTIFIER;2-2;Instructive;A SERIAL NUMBER WHICH IDENTIFIES AN AREA.;1.0;In Service;03 Dec 07
92;AIRCRAFT SIDE NUMBER;2-6;Instructive;A COMBINATION OF NOSE AND TAIL NUMBERS THAT APPEAR ON THE NOSE AND TAIL OF AN AIRCRAFT.;1.0;In Service;03 Dec 07
94;MESSAGE NUMBER;3-3;Integer;;1.0;In Service;03 Dec 07
