FUDN;Name;Size;Type;Explanation;Version;Status;Modified
1;LENGTH IN METRES;1-5;Decimal;;1.0;In Service;03 Dec 07
2;SHIP LENGTH IN METRES;1-3;Integer;;1.0;In Service;03 Dec 07
3;OBSTACLE LENGTH IN METRES;1-4;Integer;;1.0;In Service;03 Dec 07
4;SAFETY ZONE DISTANCE IN METERS;1-3;Integer;;1.0;In Service;03 Dec 07
5;LENGTH IN METRES, 1-9999;1-4;Integer;;1.0;In Service;03 Dec 07
6;VEHICLE LENGTH IN METRES;1-5;Decimal;;1.0;In Service;03 Dec 07
7;LENGTH IN METRES, 1-99999;1-5;Integer;;1.0;In Service;03 Dec 07
8;MAXIMUM LOAD LENGTH IN METRES;1-3;Integer;THE MAXIMUM LINEAR METERAGE THAT MAY BE CARRIED BY THE LANDING CRAFT.;1.0;In Service;03 Dec 07
9;DROP ZONE LENGTH IN METRES;1-4;Integer;THE DISTANCE MEASURED FROM THE LEADING EDGE OF THE DROP ZONE ALONG THE AIRCRAFT'S FLIGHT PATH TO THE TRAILING EDGE OF THE DROP ZONE.;1.0;In Service;03 Dec 07
10;UPPER LENGTH LIMIT IN METRES, 10-9999;2-4;Integer;;1.0;In Service;03 Dec 07
11;LOWER LENGTH LIMIT IN METRES, 10-9999;2-4;Integer;;1.0;In Service;03 Dec 07
13;CARGO LENGTH IN METRES;1-2;Integer;;1.0;In Service;03 Dec 07
14;LENGTH IN METRES, 1-999;1-3;Integer;;1.0;In Service;03 Dec 07
15;LENGTH OF LONGEST SPAN IN METRES;1-3;Integer;;1.0;In Service;03 Dec 07
16;LANDING SITE LENGTH IN METRES;1-4;Integer;THE DISTANCE MEASURED FROM THE LEADING EDGE OF THE LANDING SITE ALONG THE AIRCRAFT'S FLIGHT PATH TO THE TRAILING EDGE OF THE LANDING SITE.;1.0;In Service;03 Dec 07
17;OVERALL LENGTH IN METRES, 1-99.99;1-5;Decimal;GIVES THE MEASUREMENT OF THE OVERALL LENGTH IN METERS. TWO DECIMAL PLACES ARE PERMITTED.;1.0;In Service;03 Dec 07
19;LENGTH IN LANE METRES, 1 - 9999;1-4;Integer;LENGTH NEEDED TO TRANSPORT VEHICLES ON SHIP.;1.0;In Service;03 Dec 07
