FUDN;Name;Size;Type;Explanation;Version;Status;Modified
2;COMMAND AND CONTROL MODE;3-3;Individual;THE MODE OF ACTIVATION OF A COMMAND AND CONTROL UNIT.;1.0;In Service;03 Dec 07
3;COMMAND AND CONTROL FUNCTION;3-5;Individual;THE TYPE OF COMMAND AND CONTROL FUNCTION AVAILABLE FOR TASKING.REFERENCE DOCUMENTS: AJP-1, STANAG 3596, BI-MNC REPORTING DIRECTIVE VOL III ACE AIR SUPPLEMENT, ATP-27(B), ATP-34(A), ATP-44, STANAG 2434.;1.0;In Service;03 Dec 07
4;TYPE OF COMMAND AND CONTROL AGENCY;2-6;Individual;THE TYPE OF COMMAND AND CONTROL AGENCY AVAILABLE FOR TASKING.REFERENCE DOCUMENTS: AJP-1, STANAG 3596, BI-MNC REPORTING DIRECTIVE VOL III ACE AIR SUPPLEMENT, ATP-27(B), ATP-34(A), ATP-44, STANAG 2434.;1.0;In Service;03 Dec 07
5;GROUND AGENCY TYPE;3-6;Individual;TYPE OF AIR OPERATIONS COORDINATION (EXCLUDING FORWARD AIR CONTROL) ELEMENTS (FIXED OR MOBILE) LOCATED ON THE GROUND OR ON THE SURFACE.RELATED DOCUMENT: AJP-3.3;1.0;In Service;03 Dec 07
6;COMMAND, CONTROL AND SURVEILLANCE ROLE;3-6;Individual;TYPE OF AIR COMMAND, CONTROL AND SURVEILLANCE ROLES (INCLUDING FACS).RELATED DOCUMENT: AJP-3.3;1.0;In Service;03 Dec 07
7;TARGET NOMINATING AUTHORITY;3-6;Individual;THE COMMAND AND CONTROL ACENGY THAT PROVIDES THE TARGET NOMINATION.;1.0;In Service;03 Dec 07
8;FUNCTION OF ID-GATE;7-9;Individual;SPECIFIES THE FUNCTION OF AN IDENTIFICATION GATE USED FOR AIRCRAFT CONTROL PURPOSES.;1.0;In Service;03 Dec 07
9;NET USAGE FUNCTION;1-30;Instructive;;1.0;In Service;03 Dec 07
10;TACTICAL BATTLE MANAGEMENT FUNCTION (TBMF);1-3;Instructive;FOR VALID TBMF SEE REFERENCE DOCUMENT SDP 10901 "ANGRY HASP" (NATINADS) (NC).;1.0;In Service;03 Dec 07
11;AIRBORNE SURVEILLANCE, COMMAND AND CONTROL ROLE;2-4;Individual;TYPES OF AIRBORNE SURVEILLANCE, COMMAND AND CONTROL ROLES.;1.0;In Service;03 Dec 07
12;DEFENDED ASSET NOMINATING AUTHORITY;1-20;Instructive;THE COMMAND AND CONTROL ACENGY THAT PROVIDES THE DEFENDED ASSET NOMINATION.;1.0;In Service;03 Dec 07
14;TYPE OF COMMAND AND CONTROL AGENCY, OTHER;1-20;Instructive;THE COMMAND AND CONTROL ACENGY NOT INCLUDED IN THE CODES LIST AVAILABLE FOR TASKING, USING LITERAL VALUE.;1.0;In Service;03 Dec 07
15;PLACE FUNCTION;1-60;Instructive;THE PURPOSE OR FUNCTION OF A MARITIME PLACE.;1.0;In Service;03 Dec 07
