FUDN;Name;Size;Type;Explanation;Version;Status;Modified
1;SPEED IN KNOTS;1-6;Decimal;;1.0;In Service;03 Dec 07
2;WIND SPEED IN KNOTS;3-3;Integer;;1.0;In Service;03 Dec 07
3;FORMATION SPEED IN KNOTS;1-2;Integer;THE SPEED OF THE GUIDE IN A TACTICAL FORMATION OF SHIPS.;1.0;In Service;03 Dec 07
4;UNIT SPEED IN KNOTS;1-2;Integer;;1.0;In Service;03 Dec 07
5;MINIMUM SPEED IN KNOTS;1-2;Integer;;1.0;In Service;03 Dec 07
6;MAXIMUM SPEED IN KNOTS;1-2;Integer;;1.0;In Service;03 Dec 07
7;LANDING CRAFT PLANNING SPEED IN KNOTS;1-2;Integer;THE MAXIMUM SPEED IN KNOTS TO BE USED FOR PLANNING PURPOSES FOR THE LANDING CRAFT.;1.0;In Service;03 Dec 07
8;OPERATIONAL SPEED IN KNOTS, 0-1 DECIMAL PT PERMITTED;1-6;Decimal;;1.0;In Service;03 Dec 07
9;SPEED OF ADVANCE IN KNOTS;1-6;Decimal;;1.0;In Service;03 Dec 07
10;STATIONING SPEED IN KNOTS, 0-1 DECIMAL PT PERMITTED;1-6;Decimal;;1.0;In Service;03 Dec 07
11;WIND SPEED ENDURABLE WITH STERN SE, 0-1 DECIMAL PT PERMITTED;1-6;Decimal;;1.0;In Service;03 Dec 07
12;BOTTOM CURRENT IN KNOTS;3-3;Decimal;;1.0;In Service;03 Dec 07
13;APPROACH SPEED IN KNOTS;1-3;Integer;THE APPROACH SPEED OF AN AIRCRAFT WITHIN A CORRIDOR IN KNOTS.;1.0;In Service;03 Dec 07
14;TRUE AIRSPEED IN KNOTS;1-4;Integer;;1.0;In Service;03 Dec 07
15;MAXIMUM MAINTAINABLE SPEED IN KNOTS;1-2;Integer;;1.0;In Service;03 Dec 07
16;SPEED IN KNOTS, DECIMAL PROHIBITED;1-3;Integer;;1.0;In Service;03 Dec 07
17;SPEED IN KNOTS, 1 DECIMAL PLACE;3-4;Decimal;THE SPEED TO BE SET BY THE GUIDE UNIT OF THE FORMATION DURING THE REPLENISHMENT AT SEA OPERATION.;1.0;In Service;03 Dec 07
18;TRUE WIND SPEED IN KNOTS;2-2;Integer;;1.0;In Service;03 Dec 07
19;OPERATIONAL SPEED IN KNOTS;1-2;Integer;;1.0;In Service;03 Dec 07
20;TORPEDO SPEED IN KNOTS;1-2;Integer;;1.0;In Service;03 Dec 07
21;DIESEL SUBMARINE SPEED IN KNOTS;1-2;Integer;;1.0;In Service;03 Dec 07
22;NUCLEAR SUBMARINE SPEED IN KNOTS;1-2;Integer;;1.0;In Service;03 Dec 07
23;FURTHEST-ON CIRCLE SPEED IN KNOTS;1-2;Integer;THE SUBMARINE SPEED WHICH IS TO BE USED TO CALCULATE THE FURTHEST-ON CIRCLE (THE EXPANDING CIRCLE CENTRED ON A DATUM OR SEARCH CENTER OF WHICH THE RADIUS AT ANY ONE TIME IS A COMMAND ESTIMATE OF MAXIMUM SUBMARINE TRAVEL FROM DATUM PLUS DATUM ERROR).;1.0;In Service;03 Dec 07
24;SURFACED SPEED IN KNOTS;1-2;Integer;;1.0;In Service;03 Dec 07
25;SUBMERGED SPEED IN KNOTS;1-2;Integer;;1.0;In Service;03 Dec 07
26;ECONOMICAL SPEED IN KNOTS;1-2;Integer;THE MOST ECONOMICAL SPEED OF A VESSEL EXPRESSED IN NAUTICAL MILES PER HOUR.;1.0;In Service;03 Dec 07
