FUDN;Name;Size;Type;Explanation;Version;Status;Modified
1;EQUIPMENT TYPE;1-20;Instructive;;1.0;In Service;03 Dec 07
3;EQUIPMENT DESIGNATOR;3-20;Instructive;THE STANDARD DESIGNATOR OF A TYPE OF EQUIPMENT IN USE IN THE NATO FORCES.;1.0;In Service;03 Dec 07
4;RADAR TYPE, ABBREVIATED;2-5;Individual;;1.0;In Service;03 Dec 07
7;MAIN PSYOP EQUIPMENT;5-5;Individual;THE PRIMARY TYPE OF EQUIPMENT THAT IS EMPLOYED BY A PSYOP UNIT.;1.0;In Service;03 Dec 07
8;SHELTER TYPE GENERATION DESIGNATOR;1-1;Individual;DENOTES WHETHER A SHELTER IS OF THE FIRST, SECOND, THIRD, ETC, GENERATION.;1.0;In Service;03 Dec 07
9;TYPE OF SUPPORT EQUIPMENT;1-20;Instructive;THE TYPE OF SUPPORT EQUIPMENT REQUIRED.;1.0;In Service;03 Dec 07
11;REPLENISHMENT RIG;5-25;Individual;THE BASIC TYPE OF RIG EMPLOYED IN UNDERWAY REPLENISHMENT OPERATIONS.;1.0;In Service;03 Dec 07
12;JAMMER EQUIPMENT TYPE;1-20;Instructive;;1.0;In Service;03 Dec 07
13;BATTLEFIELD RECOVERY EQUIPMENT;2-7;Individual;;1.0;In Service;03 Dec 07
14;BRIDGING EQUIPMENT DESIGNATOR;1-1;Individual;;1.0;In Service;03 Dec 07
15;EQUIPMENT TYPE AFFECTED BY ECM OR INTERFERENCE;5-15;Individual;ECM IS ELECTRONIC COUNTERMEASURE.;1.0;In Service;03 Dec 07
16;TYPE OF SECURE VOICE EQUIPMENT;3-5;Instructive;THE NATO NOMENCLATURE OF SECURE VOICE EQUIPMENTS I.A.W. ATP 29.;1.0;In Service;03 Dec 07
17;TYPE OF RADIO EQUIPMENT;7-10;Individual;;1.0;In Service;03 Dec 07
18;TYPE OF CRYPTOGRAPHIC EQUIPMENT;1-16;Instructive;THE TYPE OF COMMUNICATIONS ENCRYPTION EQUIPMENT HELD.;1.0;In Service;03 Dec 07
19;TYPE OF SATELLITE EQUIPMENT;8-11;Individual;;1.0;In Service;03 Dec 07
20;TONE KEY TYPE;1-5;Instructive;SEE CODES IN ATP 29.;1.0;In Service;03 Dec 07
21;TYPE OF FREQUENCY SHIFT CONVERTER;1-7;Instructive;THE TYPE OF FREQUENCY SHIFT CONVERTER FROM ATP 29.;1.0;In Service;03 Dec 07
22;LINK CRYPTOGRAPHIC EQUIPMENT;4-9;Individual;;1.0;In Service;03 Dec 07
23;TOWED EQUIPMENT DESIGNATOR;5-12;Individual;;1.0;In Service;03 Dec 07
25;RADAR WARNING RECEIVER TYPE;3-6;Individual;THE TYPE OF RADAR WARNING RECEIVING DEVICE A SPECIFIC AIRCRAFT IS EQUIPPED WITH.;1.0;In Service;03 Dec 07
26;EMITTER TYPE;3-7;Individual;THE TYPE OF EQUIPMENT THAT IS THE SOURCE OF A PARTICULAR EMITTED SIGNAL.;1.0;In Service;03 Dec 07
27;TYPE OF ELECTRO-OPTICAL EQUIPMENT USED;5-7;Individual;;1.0;In Service;03 Dec 07
28;EQUIPMENT CATEGORY;3-7;Individual;;1.0;In Service;03 Dec 07
29;EQUIPMENT FAMILY;1-1;Individual;REFLECTS THE MAJOR GENERIC TYPE OF EQUIPMENT.;1.0;In Service;03 Dec 07
30;EQUIPMENT SUB-FAMILY;1-1;Alphanumeric;REFLECTS THE SUB-CATEGORIZATION OF THE MAJOR GENERIC TYPES OF EQUIPMENT. DATA ITEMS AND DATA CODES ARE TO BE TAKEN FROM AINTP-3, VOLUME 2 (DATA DICTIONARY).;1.0;In Service;03 Dec 07
31;FUEL STORES PODS JETTISONED;1-20;Instructive;;1.0;In Service;03 Dec 07
32;TYPE OF EQUIPMENT JAMMED;2-5;Individual;;1.0;In Service;03 Dec 07
33;SURFACE-TO-AIR WEAPON RESOURCE TYPE;8-8;Individual;ONE OF THE COMPONENTS OF A SURFACE TO AIR WEAPON, EITHER A LAUNCHER OR A FIRE CONTROL UNIT.;1.0;In Service;03 Dec 07
34;DIVING EQUIPMENT;3-12;Instructive;;1.0;In Service;03 Dec 07
35;LANDING GEAR TYPE;1-68;Instructive;;1.0;In Service;03 Dec 07
36;EQUIPMENT TYPE, EXPANDED;1-30;Instructive;INDICATES THE TYPE OR TYPE-GROUPING TO WHICH THE SPECIFIC EQUIPMENT BELONGS.;1.0;In Service;03 Dec 07
38;REPLENISHMENT RIG END FITTING OR COUPLING;3-15;Individual;THE TYPE OF REPLENISHMENT RIG, END FITTING OR COUPLING, REQUIRED TO BE USED AT THE SPECIFIED STATION.;1.0;In Service;03 Dec 07
39;REPLENISHMENT RIG END FITTING;7-15;Individual;THE END FITTING TO BE USED FOR THE SPECIFIED STATION-TO-STATION TRANSFER.;1.0;In Service;03 Dec 07
40;TYPE OF EOD RECOGNITION EQUIPMENT;1-54;Instructive;THE TYPE OF EOD RECOGNITION EQUIPMENT HELD.;1.0;In Service;03 Dec 07
41;TYPE OF EOD NEUTRALIZATION EQUIPMENT;1-54;Instructive;THE TYPE OF EOD NEUTRALIZATION EQUIPMENT HELD.;1.0;In Service;03 Dec 07
42;TYPE OF SHELTER MATERIAL;1-30;Instructive;THE TYPE OF SHELTER MATERIAL.;1.0;In Service;03 Dec 07
43;TYPE OF TENTAGE;1-30;Instructive;THE TYPE OF TENTAGE.;1.0;In Service;03 Dec 07
44;MARITIME EQUIPMENT;1-20;Instructive;;1.0;In Service;03 Dec 07
45;SURFACE SHIP SUBMARINE SONAR;1-20;Instructive;;1.0;In Service;03 Dec 07
47;MARITIME TACTICAL DATA SYSTEM;1-20;Instructive;;1.0;In Service;03 Dec 07
49;MARITIME RADIATION HAZARD EQUIPMENT;1-20;Instructive;;1.0;In Service;03 Dec 07
