FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;UNIT IDENTIFICATION;;;1A;UNIT DESIGNATOR;UNIT;1028/43;1-24;M
;UNIT IDENTIFICATION;;;1B;UNIT IDENTIFICATION CODE (UIC2);;2243;;
;UNIT IDENTIFICATION;;;1C;UNIT IDENTIFICATION CODE (UIC3);;2241;;
2;NUMBER OF AIRCRAFT AIRBORNE;;;2A;NUMBER OF AIRCRAFT AIRBORNE (1-99);AB;1044/40;1-2;O
3;AIRCRAFT TYPE AIRBORNE;;;3A;AIRCRAFT BY TYPE, MODEL OR CODE;AC;1015/20;2-10;O
;AIRCRAFT TYPE AIRBORNE;;;3B;AIRCRAFT TYPE AND MODEL, OTHER;OTHAC;1015/18;;
4;PRIMARY AERIAL MISSION TYPE;;;4A;PRIMARY AERIAL MISSION TYPE;MSN;1285/31;2-6;O
5;AIRCRAFT ALERT READINESS;;;5A;AIRCRAFT NUMBER AND ALERT STATUS;;2462;4-6;O*
6;AIRCRAFT AVAILABILITY;;;6A;NUMBER OF A C SCRAMBLE BUT NOT AIRBORNE;SCRAMBLE;1044/41;1-2;O*
;AIRCRAFT AVAILABILITY;;;6B;NUMBER OF A C IN OPERATIONAL TURN AROUND;OTA;1044/42;;
;AIRCRAFT AVAILABILITY;;;6C;NUMBER OF A C ASSIGNED FOR SPECIAL MISSION;SPEC;1044/43;;
