FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;LOCATION OF SIGHTING;;;1A;LATITUDE AND LONGITUDE, MINUTES, 0-4 DECIMAL PLACES;;2571;1-22;M
;LOCATION OF SIGHTING;;;1B;UNIVERSAL TRANSVERSE MERCATOR (UTM);UTM;2572;;
;LOCATION OF SIGHTING;;;1C;MILITARY GRID REFERENCE SYSTEM (UTM) (MGRS-UTM);MGRS;2573;;
;LOCATION OF SIGHTING;;;1D;UNIVERSAL POLAR STEREOGRAPHIC (UPS);UPS;2574;;
;LOCATION OF SIGHTING;;;1E;MILITARY GRID REFERENCE SYSTEM (UPS) (MGRS-UPS);MUPS;2575;;
;LOCATION OF SIGHTING;;;1F;NATIONAL GRID SYSTEM COORDINATES;GRID;1911/1;;
2;EARLY WARNING BEARING IN DEGREES, TRUE;;;2A;EARLY WARNING BEARING IN DEGREES, TRUE;;1439/3;3-5;M
3;VERIFIED COUNT OF AIRCRAFT;;;3A;VERIFIED COUNT OF AIRCRAFT;;2091;2-4;M
4;AIRCRAFT GENERIC CATEGORY;;;4A;AIRCRAFT GENERIC CATEGORY;;1301/1;1-4;M
5;ALTITUDE;;;5A;ALTITUDE IN FEET;;1290/1;1-5;M
;ALTITUDE;;;5B;GENERAL INDICATOR OF ALTITUDE;;1540/5;;
6;AIRCRAFT SPEED;;;6A;AIRCRAFT SPEED IN KILOMETRES PER HOUR;;1267/2;1-5;M
;AIRCRAFT SPEED;;;6B;GENERAL INDICATOR OF AIRCRAFT SPEED;;1113/2;;
