FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;INTELLIGENCE CATEGORY KEY;;;1A;PLACE KEY;;2441;12-20;M
;INTELLIGENCE CATEGORY KEY;;;1B;EQUIPMENT KEY;;2442;;
;INTELLIGENCE CATEGORY KEY;;;1C;UNIT KEY;;2443;;
;INTELLIGENCE CATEGORY KEY;;;1D;EVENT KEY;;2444;;
;INTELLIGENCE CATEGORY KEY;;;1E;BIOGRAPHIC KEY;;2445;;
2;ENTITY NAME;;;2A;PLACE NAME, EXTENDED;;1022/261;1-54;M
;ENTITY NAME;;;2B;EQUIPMENT NOMENCLATURE;;1714/2;;
;ENTITY NAME;;;2C;UNIT NAME, EXPANDED;;1022/253;;
;ENTITY NAME;;;2D;EVENT NAME;;1022/254;;
;ENTITY NAME;;;2E;LAST NAME;;1022/255;;
3;GENDER, ABBREVIATED;;;3A;GENDER, ABBREVIATED;;1286/13;1-1;C
4;EVENT TYPE;;;4A;EVENT TYPE;;1211/8;1-6;C
5;COUNTRY;;;5A;COUNTRY;;1026/18;2-2;C
6;FUNCTIONAL CODE;;;6A;FUNCTIONAL CODE;;1496/3;5-5;C
