FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;NUMBER OF AIRCRAFT EMBARKED;;;1A;NUMBER OF AIRCRAFT EMBARKED;;1044/232;1-2;M
2;AIRCRAFT TYPE/MODEL;;;2A;AIRCRAFT BY TYPE, MODEL OR CODE;;1015/20;2-10;M
;AIRCRAFT TYPE/MODEL;;;2B;AIRCRAFT TYPE;OTHAC;1015/1;;
3;NUMBER OF PASSENGERS;;;3A;NUMBER OF PASSENGERS;;1044/88;1-4;M
4;NUMBER OF STRETCHER CASES;;;4A;NUMBER OF STRETCHER PATIENTS;;1044/172;1-4;M
5;WEIGHT OF INTERNAL STORES (KG);;;5A;WEIGHT OF INTERNAL STORES IN KILOGRAMS;;1194/12;1-5;M
6;WEIGHT OF EXTERNAL STORES (KG);;;6A;WEIGHT OF EXTERNAL STORES IN KILOGRAMS;;1194/13;1-5;M
7;PERSONNEL RADHAZ DESIGNATOR;;;7A;PERSONNEL RADHAZ DESIGNATOR;;2609;11-23;M
8;AIRCRAFT SRAD CODE;;;8A;PLATFORM SRAD CODE;;2604;7-7;M
9;AIRCRAFT LIMITATIONS;;;9A;AIRCRAFT LIMITATIONS;;1357/16;1-67;O
