FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;UNIT DESIGNATOR;;;1A;UNIT DESIGNATOR;;1028/43;1-24;M
2;POC PHONE NUMBER;;;2A;NON-SECURE TELEPHONE;TEL;1361/3;3-20;O
;POC PHONE NUMBER;;;2B;SECURE TELEPHONE NUMBER;SECTEL;1361/4;;
3;SADL NETWORK TYPE;;;3A;SADL NETWORK TYPE;;1378/3;3-7;M
4;AIR TO GROUND KEY;;;4A;AIR TO GROUND DIVISION KEY;;2809;2-2;M
5;FREQUENCY CHANNEL;;;5A;FREQUENCY CHANNEL;;2808;2-2;M
6;GROUND KEY FREQUENCY MAP;;;6A;SADL FREQUENCY MAP;;1012/607;1-1;M
7;GATEWAY RANGE SETTING;;;7A;GATEWAY RANGE SETTING;;1181/11;4-5;M
8;SADL POWER LEVEL IN WATTS;;;8A;SADL POWER LEVEL IN WATTS;;1649/3;1-3;M*
9;BRIGADE LOGICAL CHANNEL NUMBER;;;9A;BRIGADE LOGICAL CHANNEL NUMBER;;1012/611;1-2;M*
10;BATTALION LOGICAL CHANNEL NUMBER;;;10A;BATTALION LOGICAL CHANNEL NUMBER;;1012/612;1-2;O*
