FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;NATIONALITY;;;1A;NATIONALITY (2A);;1262/5;2-3;M
;NATIONALITY;;;1B;NATIONALITY (3A);;1262/2;;
;NATIONALITY;;;1C;EXERCISE GEOGRAPHICAL ENTITY;;1262/4;;
2;ARMED SERVICE CODE;;;2A;ARMED SERVICE CODE;;1107/2;1-1;M
3;UNIT IDENTIFIER;;;3A;UNIT DESIGNATOR;UNIT;1028/43;1-24;M
;UNIT IDENTIFIER;;;3B;UNIT IDENTIFICATION CODE (UIC2);UIC2;2243;;
;UNIT IDENTIFIER;;;3C;UNIT IDENTIFICATION CODE (UIC3);UIC3;2241;;
4;BASE IDENTIFIER;;;4A;ICAO LOCATION INDICATOR;ICAO;1125/1;1-22;O
;BASE IDENTIFIER;;;4B;PLACE NAME;NAME;1022/170;;
;BASE IDENTIFIER;;;4C;LATITUDE AND LONGITUDE, MINUTES, 0-4 DECIMAL PLACES;;2571;;
5;LOCATION IDENTIFIER;;;5A;LOCATION OR POSITION NAME;;1022/6;1-15;O
6;LINK 16 JTIDS UNIT (JU) ADDRESS;;;6A;UNIT PRIMARY JU ADDRESS NUMBERS;;2606;11-11;O
7;ASACS UNIT TYPE;;;7A;GROUND AGENCY TYPE;;1874/5;3-6;M
8;START OF ALLOCATION PERIOD;;;8A;DTG OF START;;2033;14-14;O
9;STOP TIME OF ALLOCATION PERIOD;;;9A;DTG OF STOP;;2033;14-14;C
10;UNIT REMARKS;;;10A;REMARKS;;1357/28;1-68;O
