FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;TARGET IDENTIFIER;;;1A;TARGET IDENTIFIER, ABBREVIATED;;1416/8;1-20;M
2;TARGET/FACILITY NAME;;;2A;TARGET FACILITY NAME;NAME;1022/234;1-38;M
3;START POSITION;;;3A;LATITUDE AND LONGITUDE, MINUTES, 0-4 DECIMAL PLACES;;2571;12-22;M
4;STOP POSITION;;;4A;LATITUDE AND LONGITUDE, MINUTES, 0-4 DECIMAL PLACES;;2571;12-22;M
5;DTG OF TRACK/SURVEILLANCE;;;5A;DTG OF TRACK/SURVEILLANCE;;2033;14-14;M
6;TRACK TARGET TYPE;;;6A;SURVEILLANCE TRACK TARGET TYPE;;1309/6;3-7;M
7;TARGET TYPE, SURVEILLANCE TRACK;;;7A;NUMBER OF TARGET TYPES;;1044/441;1-3;O
8;DTG OF TRACK START;;;8A;DTG OF START;START;2033;14-14;M
9;DTG OF TRACK STOP;;;9A;DTG OF STOP;STOP;2033;14-14;M
10;TARGET SPEED;;;10A;TARGET SPEED;;2063;4-7;O
11;TARGET HEADING;;;11A;MOBILE TARGET HEADING IN DEGREES;;2065;4-4;O
12;TYPE OF FORMATION;;;12A;TYPE OF FORMATION;;1862/8;1-25;O
