FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;RESOURCE UNIT DESIGNATOR;;;1A;UNIT DESIGNATOR;UNIT;1028/43;1-24;M
;RESOURCE UNIT DESIGNATOR;;;1B;UNIT IDENTIFICATION CODE (UIC);UIC;2141;;
2;RESOURCE LOCATION;;;2A;ICAO BASE CODE;ICAO;1125/2;1-22;O
;RESOURCE LOCATION;;;2B;POSITION OR POINT NAME;NAME;1022/18;;
;RESOURCE LOCATION;;;2C;LATITUDE AND LONGITUDE, MINUTES, 0-4 DECIMAL PLACES;;2571;;
;RESOURCE LOCATION;;;2D;UNIVERSAL TRANSVERSE MERCATOR (UTM);UTM;2572;;
3;ASSET MISSION TYPE;;;3A;PRIMARY AERIAL MISSION TYPE;AIR;1285/31;2-6;M*
;ASSET MISSION TYPE;;;3B;PRIMARY SURFACE-TO-AIR MISSION TYPE;SA;1285/36;;
4;ASSETS NUMBER;;;4A;NUMBER OF ASSETS, 1-999;;1044/802;1-3;M*
5;TYPE OF RESOURCE;;;5A;AIRCRAFT BY TYPE, MODEL OR CODE;ACTYP;1015/20;1-20;M*
;TYPE OF RESOURCE;;;5B;AIRCRAFT TYPE AND MODEL, OTHER;OTHAC;1015/18;;
;TYPE OF RESOURCE;;;5C;SURFACE-TO-AIR WEAPON SYSTEM;SAW;1407/2;;
;TYPE OF RESOURCE;;;5D;SURFACE-TO-AIR WEAPON SYSTEM TYPE, OTHER;OTHSAW;1407/24;;
;TYPE OF RESOURCE;;;5E;TYPE OF COMMAND AND CONTROL AGENCY;ASACS;1874/4;;
;TYPE OF RESOURCE;;;5F;TYPE OF COMMAND AND CONTROL AGENCY, OTHER;OTHASACS;1874/14;;
;TYPE OF RESOURCE;;;5G;SENSOR ASSET;SENSOR;1434/8;;
