FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) APPROACH CORRIDOR IDENTIFIER; ; ;CURRENT / CURRENT;1128/006;3-5;A
2 M;(NU) CALL SIGN;CALLSIGN;A;CURRENT / CURRENT;1129/001;1-38;X
;(NU) UNIT; ;B;CURRENT / CURRENT;1022/057;1-30;X
;(NU) CODE NAME;CODE;C;CURRENT / CURRENT;1022/096;1-20;X
3 M;(NU) BEARING, QUALIFIED; ; ;CURRENT / CURRENT;2159/002;4-6;ANS
4 M;(NU) WIDTH;W;A;CURRENT / CURRENT;2062/001;2-8;ANS
;(NU) ANGLE EITHER SIDE OF AXIS; ;B;CURRENT / CURRENT;1043/012;1-3;N
5 M;(NU) LENGTH; ; ;CURRENT / CURRENT;2309/001;2-8;ANS
6 M;(NU) TACAN CHANNEL;TACAN; ;CURRENT / CURRENT;1012/014;1-4;AN
7 M;(NU) MINIMUM ALTITUDE IN HUNDREDS OF FEET; ;A;CURRENT / CURRENT;2164/004;6;AN
;(NU) MINIMUM FLIGHT LEVEL; ;B;CURRENT / CURRENT;2129/002;5;AN
8 M;(NU) MAXIMUM ALTITUDE IN HUNDREDS OF FEET; ;A;CURRENT / CURRENT;2164/005;6;AN
;(NU) MAXIMUM FLIGHT LEVEL; ;B;CURRENT / CURRENT;2129/003;5;AN
9 M;(NU) DAY-TIME OF START, VERIFIED; ;A;CURRENT / CURRENT;2013/008;8;AN
;(NU) DAY-TIME AND MONTH OF START; ;B;CURRENT / CURRENT;2030/003;10;AN
10 M;(NU) DAY-TIME OF STOP, VERIFIED; ;A;CURRENT / CURRENT;2013/009;8;AN
;(NU) DAY-TIME AND MONTH OF STOP; ;B;CURRENT / CURRENT;2030/004;10;AN
11 M;(NU) CHECKPOINT NAME; ; ;CURRENT / CURRENT;1022/053;4-8;A
12 M;(NU) CHECKPOINT DISTANCE; ; ;CURRENT / CURRENT;2158/004;2-8;ANS
13 M;(NU) APPROACH SPEED IN KNOTS; ; ;CURRENT / CURRENT;1061/013;1-3;N
