FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) REFERENCE POINT; ; ;CURRENT / CURRENT;1362/004;4-10;A
* 2 M;(NU) POINT IDENTIFIER; ; ;CURRENT / CURRENT;1012/156;2-17;ANBS
* 3 M;(NU) GEOGRAPHIC POSITION, LAT/LONG, MINUTES, VERIFIED; ;A;CURRENT / CURRENT;2043/001;14;ANS
;(NU) GEOGRAPHIC POSITION, LAT/LONG, MINUTES; ;B;CURRENT / CURRENT;2023/001;11;AN
;(NU) REFERENCE POINT NAME;REF;C;CURRENT / CURRENT;1022/002;1-38;X
;(NU) BEARING AND DISTANCE IN NM FROM REFERENCE POINT; ;D;CURRENT / CURRENT;2307/001;10-27;ANBS
;(NU) PLACE NAME;PLACE;E;CURRENT / CURRENT;1022/170;1-20;X
;(NU) GEOGRAPHIC POSITION, UTM 10-METRE; ;F;CURRENT / CURRENT;2086/001;13;AN
;(NU) GEOGRAPHIC POSITION, GEOREF, MINUTE; ;G;CURRENT / CURRENT;2017/001;8;AN
* 4 M;(NU) DAY-TIME, VERIFIED; ;A;CURRENT / CURRENT;2013/001;8;AN
;(NU) DAY-TIME; ;B;CURRENT / CURRENT;2000/001;7;AN
* 5 C;(NU) FLIGHT LEVEL; ;A;CURRENT / CURRENT;2129/001;5;AN
;(NU) MARITIME ALTITUDE IN HUNDREDS OF FEET; ;B;CURRENT / CURRENT;2164/001;6;AN
