FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) AIRLIFT PRIORITY INDICATOR; ; ;CURRENT / CURRENT;1355/001;1-2;AN
2 M;(NU) TRANSPORT AIRCRAFT TYPE; ; ;CURRENT / CURRENT;1015/003;2-6;AN
3 M;(NU) NUMBER OF AIRCRAFT ALLOCATED; ; ;CURRENT / CURRENT;1044/154;1-3;N
4 M;(NU) FLIGHT TIME IN HOURS; ; ;CURRENT / CURRENT;1047/003;1-5;NS
5 M;(NU) ALLOCATED SORTIES; ; ;CURRENT / CURRENT;1044/155;1-3;N
6 M;(NU) GEOGRAPHIC POSITION, LAT/LONG, MINUTES; ;A;CURRENT / CURRENT;2023/001;11;AN
;(NU) GEOGRAPHIC POSITION, LAT/LONG, SECONDS; ;B;CURRENT / CURRENT;2024/001;15;AN
;(NU) GEOGRAPHIC POSITION, UTM 100-METRE;HM;C;CURRENT / CURRENT;2087/001;11;AN
;(NU) GEOGRAPHIC POSITION, UTM 10-METRE; ;D;CURRENT / CURRENT;2086/001;13;AN
;(NU) GEOGRAPHIC POSITION, GEOREF, MINUTE; ;E;CURRENT / CURRENT;2017/001;8;AN
;(NU) GEOGRAPHIC POSITION, GEOREF, CENTIMINUTE; ;F;CURRENT / CURRENT;2018/001;12;AN
;(NU) ICAO LOCATION IDENTIFIER; ;G;CURRENT / CURRENT;1125/001;4;AN
;(NU) LOCATION OR POSITION NAME;N;H;CURRENT / CURRENT;1022/006;1-15;X
7 M;(NU) ETA DAY-TIME AND MONTH OF  FIRST ONLOAD POINT; ; ;CURRENT / CURRENT;2030/019;10;AN
8 O;(NU) MISSION NUMBER; ; ;CURRENT / CURRENT;1012/069;1-8;X
* 9 O;(NU) CALL SIGN; ; ;CURRENT / CURRENT;1129/001;1-38;X
