FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) MISSION NUMBER OF DELAYED FLIGHT; ; ;CURRENT / CURRENT;1012/074;1-8;X
2 M;(NU) GEOGRAPHIC POSITION, LAT/LONG, MINUTES; ;A;CURRENT / CURRENT;2023/001;11;AN
;(NU) GEOGRAPHIC POSITION, LAT/LONG, SECONDS; ;B;CURRENT / CURRENT;2024/001;15;AN
;(NU) GEOGRAPHIC POSITION, GEOREF, MINUTE; ;C;CURRENT / CURRENT;2017/001;8;AN
;(NU) GEOGRAPHIC POSITION, GEOREF, CENTIMINUTE; ;D;CURRENT / CURRENT;2018/001;12;AN
;(NU) GEOGRAPHIC POSITION, UTM 100-METRE; ;E;CURRENT / CURRENT;2087/001;11;AN
;(NU) GEOGRAPHIC POSITION, UTM 10-METRE; ;F;CURRENT / CURRENT;2086/001;13;AN
;(NU) ICAO LOCATION IDENTIFIER; ;G;CURRENT / CURRENT;1125/001;4;AN
;(NU) LOCATION OR POSITION NAME;N;H;CURRENT / CURRENT;1022/006;1-15;X
3 M;(NU) NEW ETA DAY-TIME AND MONTH AT DOWNLINE STATION; ;A;CURRENT / CURRENT;2030/028;10;AN
;(NU) TIME QUALIFIER TO BE DETERMINED; ;B;CURRENT / CURRENT;1220/010;3;A
4 C;(NU) EXPLANATION; ; ;CURRENT / CURRENT;1357/003;1-67;X
